imageCategory,imageUrl,publishedDate,quote,vol
Liquid Dreams&摄影/蜷川实花,http://image.wufazhuce.com/Fimjb407VogkQBzB59s5CgFrdpZH,18 Nov 2013,相呴以湿，相濡以沫，不若相忘于江湖。from 《庄子》,407
沉寂的记忆&绘图/黄赛峰,http://image.wufazhuce.com/FiFQ6Ciqb1u8ojro10I210Lmhvw2,21 Nov 2013,别轻蔑少年时期感动过的东西。by 黄永玉,410
逐光&摄影/肉腾腾,http://image.wufazhuce.com/FiWileco1fxddJ2DJRRS80jXduj4,23 Nov 2013,我们领教了世界是何等凶顽，同时又得知世界也可以变得温存和美好。 by 村上春树,412
世界尽头与冷酷仙境&摄影/一匹马赛克,http://image.wufazhuce.com/FlnvYyzcygEvRWi15da4dOwDgkyb,24 Nov 2013,我越是逃离，却越是靠近你，我越是背过脸，却越是看见你。我是一座孤岛，处在相思之水中，四面八方，隔绝我通向你。一千零一面镜子，转映着你的容颜，我从你开始，我在你结束。 by 埃姆朗·萨罗希,413
画冷风（Esprit X ONE 自游集作品）&摄影/麦子,http://image.wufazhuce.com/Fgz0T8QX9rizCsAWMu9y-Ic5KmDU,26 Nov 2013,春天还没有来，我怎么能先你老去。by 剃度尘欢,415
独立日&摄影/陈觉,http://image.wufazhuce.com/FgzVaSF4Fv-mnmhUa1x0FtA5re0a,25 Nov 2013,你从远方来，我到远方去，遥远的路程经过这里。天空一无所有，为何给我安慰？from 海子《黑夜的献诗》,414
香樟果子&绘图/茉莉郡主,http://image.wufazhuce.com/Fmb14uvtehKwJoBEzoPsNjiBQmeR,20 Nov 2013,大部分的痛苦，都是不肯离场的结果，没有命定的不幸，只有死不放手的执着。 by 素黑,409
穿越冰河海（Esprit X ONE 自游集作品） &摄影/YussYang,http://image.wufazhuce.com/FmGoOs74gjYPbQiQiscTH7-JmRuy,22 Nov 2013,在地图上，标记你到过的地方，勾画你途经的路线，看你我究竟相隔多少河流山川，多少湖泊海洋，多少草原沙漠。最后计算距离时才恍悟，也不过心上一步之遥。by -我是这海底的咸鱼-,411
光明就在前方&摄影/流沙咖啡,http://image.wufazhuce.com/FoNrRg19V4zq_fX0xGhK5q9lxB8y,28 Nov 2013,我理解的爱情，似乎要有些惊心动魄伤筋动骨的东西。如果没有痛感，而只有快感，那就是成年人的一种两性关系而已。from《1980年代的爱情》,417
Hood To Coast&摄影/金怡玉玲,http://image.wufazhuce.com/FssTqqUskvB2RBg6XnQnsCvXsImE,27 Nov 2013,我还年轻，我渴望上路。from 杰克·凯鲁亚克《在路上》,416
C'est moi &绘图/JOE大虾,http://image.wufazhuce.com/FsyKHgsXerOLS1znZLidNBFTgThA,30 Nov 2013,我只希望，祈祷，我的心境不要再粗糙下去，荒芜下去，这就是我的最大愿望。 by周作人,419
这世界上唯一的你 &摄影/悟空,http://image.wufazhuce.com/Fg2LJz-zaRR4-tCDXRR61Jr1Xt9a,29 Nov 2013,当世界年纪还小的时候，洋葱、萝卜和西红柿，不相信世界上有南瓜这种东西。它们认为那是一种空想。南瓜不说话，默默地成长着。 from《当世界年纪还小的时候》,418
人人都是孤岛&摄影/貓梳,http://image.wufazhuce.com/FiaFqRRv6An1t_Zztjhpow411bhG,1 Dec 2013,不能一直踮着脚爱一个人，重心不稳，撑不了太久的。by 佚名,420
翡冷翠的书亭老板&摄影/桃米水,http://image.wufazhuce.com/FtY-tpg8JnFLBhmIwTzt1rdk1qit,3 Dec 2013,生活和电影不一样，生活难多了。from《天堂电影院》,422
新的一天开始了&摄影/杨曙光,http://image.wufazhuce.com/FlH_bv6a4GtWkItgg5oWaUx1X5um,2 Dec 2013,我们在同一个世界里入睡，却在不同的世界里醒来。from 《尤利西斯的凝视》,421
过客&摄影/周志辉,http://image.wufazhuce.com/FhNmJhTcVhPpAiUPocSHTBXp9Tuu,5 Dec 2013,你怎么就不明白呢？这个世界是不会为你而改变的。我和这个世界一样，是不会为你而改变的。from《牯岭街少年杀人事件》,424
红鸟&绘图/哲-Titti,http://image.wufazhuce.com/Fk6UTbJyQU6fxplR3Wx8CLaz-Cni,9 Dec 2013,万千心语，谁知其详？唯尔寂静，轻声永传。from 《寂静之声》,428
人真正喜欢的是假的&绘图/大橘子,http://image.wufazhuce.com/FmtdntH4g_NwrbVPNdz1Mrk-EeLA,6 Dec 2013,爱吃东西的人，都是好人。因为他们拼命追求美食，没有时间去害人。from 网络,425
你说这尘世&摄影/一匹马赛克,http://image.wufazhuce.com/FrfvJf6dsga5Y4TcCRuU_-fEjX1B,10 Dec 2013,以后还有很漫长很漫长的路途，都要一个人走完。都要靠自己。凭借自己的能力去完成，而不是依靠谁。from 《千与千寻》,429
绘梦之一个人的战争&绘图/张耒,http://image.wufazhuce.com/FheOCwM2WUAXUgHq3mBoQVNj52dC,4 Dec 2013,永远不要认为我们可以逃避，我们的每一步都决定着最后的结局，我们的脚正在走向我们自己选定的终点。by 米兰·昆德拉,423
Dried Flower&摄影/Li Hui,http://image.wufazhuce.com/FsNFZE-DYIv6LPpQOLLTf-oNJQpj,8 Dec 2013,人之所以悲哀，是因为我们留不住岁月，更无法不承认，青春，有一日是要这么自然的消失过去。by 三毛,427
伦敦&摄影/Xiaodong Yu,http://image.wufazhuce.com/FgSQe_-4pU1i1sDyXllNMn_I6iAL,7 Dec 2013,所有漂泊的人生都梦想着平静、童年、杜鹃花，正如所有平静的人生都幻想伏特加、乐队和醉生梦死。 by 萨冈,426
继续前进&绘图/何禾,http://image.wufazhuce.com/FuLZllPz-XfS9goaWeJdh6kNT_YP,12 Dec 2013,「一个」官网（wufazhuce.com）今日上线。「一个」论坛（wufazhuce.org）开放注册中。（测试版）,431
风语者&摄影/Blackstation王悟空,http://image.wufazhuce.com/FmTePSvQRl4XehPN1KF_pCuVDct7,17 Dec 2013,钱没了可以挣回来，今天过了就再也没有了。from《无人区》,436
星空下的蒲甘&摄影/于Rum,http://image.wufazhuce.com/FgZcyKXOwM6I9w8f6b34LFVJI8T-,11 Dec 2013,这世上一定还藏着很多很多只要坚持寻找，就能找到的东西。by 小川糸,430
色彩人生&摄影/安一然,http://image.wufazhuce.com/FjjuB4I47dP_t43vZmJ4iwHDZLFa,19 Dec 2013,人啊，根据重新振作的方法，大概可以分为两种：一种是看着比自己卑微的东西，找寻垫底的借以自慰；另一种是看着比自己伟大的东西，狠狠地踢醒毫无气度的自己。from《银魂》,438
如梦惊醒&摄影/小夫,http://image.wufazhuce.com/Fr-DtKBOm-LNFSf0rAgpChUBirLA,14 Dec 2013,世上只有一种真正的英雄主义，那就是认清生活的真相后依然热爱生活。by 罗曼·罗兰,433
让我们共舞 &摄影/童方,http://image.wufazhuce.com/FmkXKh8iNTnOSCOx-xVeAkipLiwV,13 Dec 2013,离全年结束还有18天。by 「一个」工作室,432
明治神宫的婚礼&摄影/粗枝大叶儿,http://image.wufazhuce.com/FqExwQTef4o8IBb_AnQFmcCj467t,15 Dec 2013,每个人都有属于自己的一片森林，也许我们从来不曾走过，但它一直在那里，总会在那里。迷失的人迷失了，相逢的人会再相逢。from《挪威的森林》,434
天边的藏野驴&摄影/于Rum,http://image.wufazhuce.com/Fj-Wvw2ORA0gWoNp8yfHHXuY7TFj,16 Dec 2013,每个人都会经过这个阶段，看见一座山，就想知道山后面是什么。我很想告诉他，可能翻过去山后面，你会发觉没有什么特别。from 《东邪西毒》,435
石渠经幡城（MINI X ONE 优选作品）&摄影/《进藏》,http://image.wufazhuce.com/FnXDwBNusaGqHbYQp5uSc1ZHS3g1,18 Dec 2013,生命有如渡过一重大海，我们相遇在这同一狭船里。死时，我们同登彼岸，又向不同的世界各奔前程。 by 泰戈尔,437
爱与等待  &摄影/Dylan,http://image.wufazhuce.com/FsSMEXBpbpab0Rr6Bv5F5c7vmBaD,21 Dec 2013,一个人的心房要承载多少毁灭，才会遇到另一颗复活它的心。by bonpan,440
我的蓝色的天堂 &摄影/童方,http://image.wufazhuce.com/FpSsbsDSJmapmtEQCxi6tN1XnGoK,20 Dec 2013,一个彻底诚实的人是从不面对选择的，那条路永远会清楚无二地呈现在你面前，这和你的憧憬无关，就像你是一棵苹果树，你憧憬结橘子，但是你还是诚实地结出苹果一样。by 顾城,439
曾经&摄影/童方,http://image.wufazhuce.com/Fv744tD9v8KkRhh93XJRFuX_tIZq,22 Dec 2013,每个人做任何事，都只是为了自己，虽然有人会说，我希望能为哪个人做些什么，但事实上，也只不过是希望看到别人幸福时，自己也有份幸福感罢了。from《东京巴比伦》,441
不期而遇（王鲁炎作品《耶稣受难》）&摄影/Art Sanya艺术季,http://image.wufazhuce.com/FhBbe5LjUTmmY73d_4gHhCQMEr-u,23 Dec 2013,人充满劳绩，但还诗意地安居于这块大地之上。by 荷尔德林,442
静影沉璧&摄影/猫梳,http://image.wufazhuce.com/FtZiDl9HMA7K2afLzhHkNUW7oRoO,24 Dec 2013,你的青春就像摆在货架上的罐头，添加再多的防腐剂，也难逃下架的命运。超市老板根本不给你反应的时间，一夜之间，你依旧穿着二十岁的衣服，留着二十岁的刘海，还是像二十岁那年一无所有，但是你再也说不出“我到了一百岁还可爱”这句话。from《女王乔安》,443
犹记小时候&摄影/许英龙,http://image.wufazhuce.com/Fj_V2xpTXnywK0XaixRzQiGSvT_d,26 Dec 2013,真爱的第一个征兆，在男孩身上是胆怯，在女孩身上是大胆。from《悲惨世界》,445
星空（MINI X ONE 优选作品）&摄影/《进藏》,http://image.wufazhuce.com/FkQaLJulFZv3K2v56jQ1MbYF-K-e,25 Dec 2013,每当我找不到存在的意义，每当我迷失在黑夜里，夜空中最亮的星，请照亮我前行。from 逃跑计划《夜空中最亮的星》,444
你是阴天一颗柠檬更酸 &摄影/陈觉,http://image.wufazhuce.com/FmvNXcl7q12nTOblVf9GXdIj2VbK,27 Dec 2013,最端正的杯子，是橘子，它在树上跳舞，一滴水也不洒出来。by 顾城,446
Dipper&摄影/大王振宇,http://image.wufazhuce.com/FtIQ-bF0KU-4MK64trofpYKy2cS0,28 Dec 2013,如果我们不争取，如果我们不配拥有未来，我们就得永远活在现状。或者更糟，得活在过去。我想爱的用意大概就在这里，爱是争取未来的方式。 by 格里高利·大卫·罗伯兹,447
迷鹿&绘图/fleurz,http://image.wufazhuce.com/FnFn1ZCcvil_8cVfFMYDY-2iaHiC,29 Dec 2013,可不可以买你的不快乐，我们一起唱歌、一起牵手、一起听音乐，把你的不快乐卖给我，然后抱一下，好不好？ by 魏如萱,448
天地间&摄影/于Rum,http://image.wufazhuce.com/FgMaGTT_8PGsIt-X8BDEF84JZ71C,30 Dec 2013,即使以为自己的感情已经干涸得无法给予，也总会有一个时刻一样东西能拨动心灵深处的弦。我们毕竟不是生来就享受孤独的。by 加西亚·马尔克斯,449
我这里不好玩，去你家玩好吗&绘图/何禾,http://image.wufazhuce.com/FosB1qjx3nG7RZm_Iw2lQY2u5Yyi,31 Dec 2013,这世界不是那么好，也不是那么坏。2013，白白。by「一个」工作室,450
牧羊人&绘图/阿山,http://image.wufazhuce.com/FgsQ5gjQgetlUuH2EFTVg4ZX0iBo,4 Jan 2014,一个人工作，一个人看书，一个人吃饭，一个人看着电视乐，一个人睡觉。感觉寂寞难耐的，定会找个人同住吧。但我并没觉得寂寞难耐。要说难耐的，反倒是想一个人的时候无法一个人。 by 山本文绪,454
她们的背影&绘图/元熙,http://image.wufazhuce.com/FvMdgxCfLoKHCcuS4PTk2iyZNBkk,2 Jan 2014,为过去的相遇说再见，为现在的相处说感谢。为未来的相助说拜托，为无间的友谊说永存。from《小小事件》,452
好，再见&摄影/韩寒,http://image.wufazhuce.com/FqThq9LMqPpBkcYAwREUhpE8QY0i,7 Jan 2014,和很多人告别时，我都会说后会无期，我总觉得有期只是约好了一个久远的时间，而无期也许就会是下一分钟相见。by 韩寒,457
北方 &摄影/张一白,http://image.wufazhuce.com/FprDCMifAPwc2ay6pRkvnvaDw_q9,3 Jan 2014,一粒麦子不落在地里死了，仍旧是一粒麦子；若是死了，就结出许多粒子来。from《圣经》,453
铭刻（MINI X ONE 优选作品）&摄影/《进藏》,http://image.wufazhuce.com/Ft1QitX_NAVZymtzpFTrJHYnmjAr,1 Jan 2014,你好，2014。by「一个」工作室,451
罗马与猫&摄影/陈觉,http://image.wufazhuce.com/Fnut-iktEVFKMVIbD__XxROhjRCN,5 Jan 2014,长长的路上我想我们是朋友，如果有期待我想最好是不说。from 阿信《纯真》,455
望乡&摄影/小夫,http://image.wufazhuce.com/Fs2Gp7ZaRf8m2uMnUH1Ui4w0jZKe,6 Jan 2014,当你在深夜醒来，发现自己因为想念某人而胸口发疼，你，把它叫做什么？from 《冷山》,456
背影（MINI X ONE 优选作品）&摄影/《进藏》,http://image.wufazhuce.com/FsjcoFmBtZ6V2jtTvJlkQZiqRRPt,8 Jan 2014,宇宙间只有一个永不改变的法则，那就是一切都在改变，一切都是无常。by 佛陀,458
View of back&绘图/陈磊盟,http://image.wufazhuce.com/FglgOHBpqNdDK76GIDz_A-gPqKtp,12 Jan 2014,你和那些好东西，总有一天会相遇。by 环玥,462
无线电视&摄影/周志辉,http://image.wufazhuce.com/FpOIENMSJ2hatG4dpIcHNSGRIeBh,9 Jan 2014,多少人，以朋友的名义，爱着一个人。from《One Day》,459
撒娇&摄影/桃米水,http://image.wufazhuce.com/Fl0CrGHlPXpJFaEsVATZOEFbSPb1,14 Jan 2014,你既有所求，便要拿天真来换。by 翟永明,464
观摩者&绘图/阿山,http://image.wufazhuce.com/FuxRjQ63KNIbjF0O5WLYtKIIHZxu,11 Jan 2014,没有任何事物能被遗忘，能被丢失。宇宙本身就是一个巨大的记忆系统。往回看，你能发现世界的开端。 by 珍妮特·温特森,461
水城旅舍 &摄影/桃米水noerhsu,http://image.wufazhuce.com/FsV6S5BHTC1cB7pACcO0D3FJevTa,10 Jan 2014,有些人，我们把他留在回忆里，是为了要藉由他们，来怀念当时的自己。by 蔡康永,460
长满冬天的树&摄影/陈觉,http://image.wufazhuce.com/Fvl3uRam-RMh_B7J9lcczEuN9ZPR,13 Jan 2014,你有没有一个感觉，我们的十七岁，好像不过才是去年的事。from 《我可能不会爱你》,463
花落花开&绘图/卤猫,http://image.wufazhuce.com/Fg3diSPi8_VGH-H_GbCIpEU8U6vL,19 Jan 2014,你带来欢笑，我有幸得到。from《野鹅敢死队》,469
看海&绘图/元熙,http://image.wufazhuce.com/FuXp9fA8FMvKhl1pL4KyHM9A76Qz,16 Jan 2014,关于郑州我想的全是你，想来想去都是忏悔和委屈。from《关于郑州的记忆》,466
girl and space ship&摄影/刘思雨Jerry,http://image.wufazhuce.com/Fvn_jTSPdbLLSvOVwhqzqzDWe7-L,21 Jan 2014,等待亦是约会的一部分。by 古贺春华,471
寂寞的叔叔&摄影/桃米水,http://image.wufazhuce.com/FqzqT5l9pJa7Q79BFzuwg3MXz4Bu,17 Jan 2014,你相信孤独，也相信隐退；你浪漫得起，因为你自给自足。from《一轮月亮与六颗星星》,467
益西德成（MINI X ONE 优选作品）&摄影/《进藏》,http://image.wufazhuce.com/Fvf7Ezhz978VnUiTIGl3x7KeKB8_,15 Jan 2014,这世间，唯有梦想与好姑娘不可辜负。by 郭斯特,465
小动作&绘图/元熙,http://image.wufazhuce.com/FkwsfZtvQB44P01GCuNN3MCfKGtn,18 Jan 2014,我们居住的地球是好是坏，全取决于我们变好还是变坏。 from 《牧羊少年奇幻之旅》,468
生命的蔚蓝&摄影/一米堂,http://image.wufazhuce.com/FhC4l6RN5QLT0RC9YpZ77FY7mMrL,20 Jan 2014,有些人，才遇见一下子，就好像认识了很久似的，什么事都想和他说。from 《你好，陌生人》,470
城市&摄影/番茄女王,http://image.wufazhuce.com/FmoCojpmAgpPYDiLWcdZY4X6FXMc,25 Jan 2014,我们习惯逃避选择，因为答案太多；我们不得不面对选择，因为生活所迫。于是，我们在选择中纠结，在纠结中选择。后来，纠结变成了一种病，在这个城市很流行。 by 番茄女王,475
爸爸的小船&绘图/王小晓,http://image.wufazhuce.com/FrkdgwTWYmaieOxLNSamlBRB0x-m,22 Jan 2014,不管你了不了解这个世界，这个世界都不会让着你。from 《来自星星的你》,472
忘川的水&摄影/陶立夏,http://image.wufazhuce.com/FsHo3zt8ingtE7IpmJ5K1EvOJz0t,28 Jan 2014,什么是爱？这其实很简单。凡是提高、充实、丰富我们生活的东西就是爱。通向一切高度和深度的东西就是爱。by 卡夫卡,478
沉寂的记忆&绘图/黄赛峰,http://image.wufazhuce.com/Fnn1L2HEUi2jtBeaoPfWM3VmamUY,23 Jan 2014,你的过去我不愿过问，那是你的事情。你的未来我希望参与，这是我的荣幸。from《神探夏洛克》,473
和你们又不熟 &绘图/linali,http://image.wufazhuce.com/Foo5VYy7xGs3tryGZlPeg84xe8d9,24 Jan 2014,当你无精打采的时候，人们总是会说到兴头上。 from《麦田里的守望者》,474
爱有四时·食&绘图/佳仙人Jan,http://image.wufazhuce.com/FjdKUpoHH6PcPN4xpQ_rZveGW2-L,26 Jan 2014,人生最糟糕的事，一个是饥饿 ，一个是孤独。from《夏日大作战》,476
不期而遇（萨卡林·克鲁昂作品《觉醒时代的纪念碑》）&摄影/ Art Sanya艺术季,http://image.wufazhuce.com/FidsLDEg27gZsF86T66DJhXpiN4f,27 Jan 2014,信仰是沉重的负担，你知道吗？就像一个躲在黑暗中的爱人，无论你怎样呼唤，她都不会出现。from 《第七封印》,477
和蛇精病马上分手&绘图/陆骏璇,http://image.wufazhuce.com/Fq-bnNZVQMdwtsK1PwSyNMqPRG0j,31 Jan 2014,过年了，你们都能吃肉，而我还是得吃草。by 马,481
缓&摄影/杨云鬯,http://image.wufazhuce.com/FvZWOUEAY3rAtShFaPc__llhE61b,30 Jan 2014,是谁把空中明月，捻得如钩？待我来抟钩作镜，看永久团圆，能否？by 刘大白,480
ballet&摄影/刘思雨Jerry,http://image.wufazhuce.com/FigGL5f8rr2ogh7A2C4EJTcZpRPN,4 Feb 2014,我们只是一直学着笑嘻嘻地面对荒谬古怪的浮世，因为如果真能学会这样生活，艰辛的步伐有时也能成为小小的舞蹈。by 蔡康永,485
城中少年&摄影/Tidus He,http://image.wufazhuce.com/FmQbUNFBlaogeF8VrgeSqTgVt9iw,1 Feb 2014,我们必须在爱中成长，为此我们必须不停地去爱，去给予，直至成伤。 by 特蕾莎修女,482
三毛，1990年9月，在成都&摄影/肖全,http://image.wufazhuce.com/FivlC49kCUfvaKP2CrnFX_t9hsDO,2 Feb 2014,我唯一锲而不舍，愿意以自己的生命去努力的，只不过是保守我个人的心怀意念，在我有生之日，做一个真诚的人，不放弃对生活的热爱和执着。 by 三毛,483
Mud&绘图/陈磊盟,http://image.wufazhuce.com/FixUBlkSe_dkjGdfVSpTgEcenr7z,29 Jan 2014,人们常常会欺骗你，是为了让你明白，有时候，你唯一应该相信的人就是你自己。from 《千与千寻》,479
少年梦之成长列车&摄影/燕子,http://image.wufazhuce.com/FuE4zf852uGPeQzORlEx2WwyqqXN,5 Feb 2014,爱一个人最好的方式，是经营好自己，给对方一个优质的爱人。by 苏岑,486
大地&摄影/一米堂,http://image.wufazhuce.com/Fjhw9upAsPg_-mRiUM-st2V5lC4H,3 Feb 2014,两条道路分散在树林里，而我选择的那条更少人迹，从此决定了我人生的迥异。by 罗伯特·弗罗斯特,484
最亲密的人  &绘图/linali,http://image.wufazhuce.com/Fq0t0EibReaG9txblzHj8G4zXKdI,7 Feb 2014,多和家人聊聊天吧，别老玩我们。by 手机和电视,488
镖镖必达&摄影/粗枝大叶儿,http://image.wufazhuce.com/FrYLP-QhqCVzDrBqTkA0im-rRGf4,6 Feb 2014,我今天才知道，我之所以漂泊就是在向你靠近。from《廊桥遗梦》,487
Dandelion&摄影/Li Hui,http://image.wufazhuce.com/FmCZ7ntinK27k757bajfk8BCsKCz,11 Feb 2014,唯一有效的安慰方式，就是你在我身边。by 张嘉佳,492
染色&摄影/BEE0330,http://image.wufazhuce.com/FrhMpHcXlPiR7RQ6qD18UEqUMs63,8 Feb 2014,不怕路长，只怕心老。by 佚名,489
爷爷&摄影/陈觉,http://image.wufazhuce.com/FgKgdjETmIVRaUOuIv53HRicTdZh,9 Feb 2014,长日尽处，我站在你的面前，你将看到我的伤痕，知道我曾经受伤，也曾经痊愈。 by 泰戈尔,490
海边&摄影/一米堂,http://image.wufazhuce.com/FkWl5pxzZUAwYxEiYJQpLrRydiF_,10 Feb 2014,陆上的人喜欢寻根究底，虚度很多的光阴。冬天忧虑夏天的迟来，夏天担心冬天的将至。所以你们不停到处去追求一个遥不可及、四季如夏的地方——我并不羡慕。from《海上钢琴师》,491
城池&绘图/linali,http://image.wufazhuce.com/FmIfYHZoEjnwhbPr7EXMyu6mtJBB,21 Feb 2014,告白的力量非常强大，那个勇气会左右对方的心理。喜欢的心理得胜过怕被拒绝而害怕的心理，才能叫做告白。from《恋爱操作团》,502
天际—喜马拉雅&摄影/于Rum,http://image.wufazhuce.com/FkGOMyfhshG_5EisGv-GwvlhHtYO,12 Feb 2014,我们不远万里去寻求的东西，常常就在我们触手可及的地方。by 卡莉娜·斯蒂芬诺娃,493
梦见&绘图/猫夫人,http://image.wufazhuce.com/FmzBrE0rJFHXuKIL7YFD7M7ZLf0D,15 Feb 2014,我一直在想，我到底是喜欢你， 还是需要一个影子，放在心里，让我喜欢。 by 佚名,496
忘情一吻&摄影/安一然,http://image.wufazhuce.com/FgkfSGcE10ei0aw4FUhRH30f4I6w,13 Feb 2014,情到深处人孤独。from《是否》,494
望你也尽兴&摄影/罗昊,http://image.wufazhuce.com/FpQ-oBIza6pfATxbzIbTnGWtdTHK,18 Feb 2014,似水流年才是一个人的一切，其余的全是片刻的欢娱和不幸。by 王小波,499
Floating Yesterday&摄影/蜷川实花,http://image.wufazhuce.com/FrqCu7bOE5vvO6SMv50BjH2RenFL,17 Feb 2014,如果你很肯定了就去行动吧，说出自己的感受是很重要的。from 《听见天堂》,498
致单身汉&摄影/林子072,http://image.wufazhuce.com/Fnr7as9UhPcRZVDABTvNCEtAJmT6,14 Feb 2014,世界上本没有路，有了腿便有了路。from《让子弹飞》,495
你是不会当树吗&摄影/CoCo,http://image.wufazhuce.com/Fjr1YaWw06CXdSuqz2PBhKM4bPKx,16 Feb 2014,爱就是一个你压根找不到优点的人，在你心里迷了路，自说自话地停在了最柔软的那个地方。by 张晓晗,497
黑夜&绘图/排骨chop,http://image.wufazhuce.com/FroaipI2GfWVOtPUSDpJ_oB39ffC,13 Mar 2014,父母总是以为我不会长大，他们错了。我总是以为父母不会变老，我也错了。from《蓝鱼手绘日记》,522
大合照&绘图/金山,http://image.wufazhuce.com/Fv_YqL4iJIyeWvNuFu_J3Wmbvgeq,22 Feb 2014,人生的一大挑战是，在一个丧失自我的世界中保持自我。 by 佚名,503
好梦&绘图/linali,http://image.wufazhuce.com/Fn-kWq6z4tLll50HJEOJYYJMYFfi,24 Feb 2014,你走，我不送你。你来，无论多大风多大雨，我要去接你。by 梁实秋,505
一个和她的小伙伴们&绘图/陆骏璇,http://image.wufazhuce.com/Fq9Cfl6GGnMhMFxXWYRG0sDge-y9,19 Feb 2014,所有花都为你开，所有景物也为了你安排，我们是如此的不同，肯定前世就已经深爱过。by 伍佰,500
冰雕匠&摄影/安一然,http://image.wufazhuce.com/FjfwlpgRVY7w7UdfTYdq4zDUya1g,20 Feb 2014,有些事情我不看透，不是我太笨，只是我太善良。from《樱桃小丸子》,501
爱的反面不是恨&绘图/慕容引刀,http://image.wufazhuce.com/FrwOYiLg-UKs87dvrJn_RJvVM1dY,23 Feb 2014,恋爱有时真的很随机，早点晚点多爱点少爱点勇敢点怂点，一念之差就是另一个不同的人生。by 赵小姐失眠中,504
孤灯&绘图/排骨chop,http://image.wufazhuce.com/FoIykkBYWcBQCrByVEulInosG-g9,25 Feb 2014,杯中的水是亮闪闪的，海里的水是黑沉沉的。小道理可用文字说清楚，大道理却只有伟大的沉默。by 泰戈尔,506
乐章&绘图/黄赛峰,http://image.wufazhuce.com/FugxPEttCOljLprV5xGbUm8nCIYL,26 Feb 2014,一弦是酸楚的泪，二弦是方糖，三弦点燃篝火，四弦黑色的光，五弦那么的忧伤，六弦有山一般的信仰。by 大冰,507
Isolated Landscape&摄影/杨云鬯,http://image.wufazhuce.com/FgIX2dVqCVRnsMin1Y-Fm6wXowR6,4 Mar 2014,我这半世未算赶，何妨迷路看风光。by 黄伟文,513
房间里的孩子&摄影/一米堂,http://image.wufazhuce.com/Fq87lUr_XqpesETodKDIJN5aZg-y,3 Mar 2014,亲爱的小孩，今天有没有哭？是否朋友都已经离去，留下了带不走的孤独？from 苏芮《亲爱的小孩》,512
我们&绘图/苏小泡,http://image.wufazhuce.com/Fg1mJZ5ESmNEMAOY6hU_NkdFkxKq,8 Mar 2014,你以为挑起生活的担子是勇气，其实去过自己真正想要的生活才更需要勇气。 from 《革命之路》,517
距离&摄影/房凯MrF,http://image.wufazhuce.com/Fv7NmIIVw7JIu3QHtPDuC9H-mFPF,2 Mar 2014,很久很久没你的消息，就像很久很久没晴朗的城市。by 薛诗汉,511
Catch me if I fall&摄影/Ricas,http://image.wufazhuce.com/Flvc2V2p4829CpAJKpYpcaUf4M9l,27 Feb 2014,如果，有醒不了的梦，我一定去做；如果，有走不完的路，我一定去走；如果，有变不了的爱，我一定去求。让懂的人懂，让不懂的人不懂；让世界是世界，我甘心是我的茧。from《美丽的茧》,508
十字路口&绘图/linali,http://image.wufazhuce.com/Ft1gZ_P_llTqJ3UNDERJLPAUyGA1,28 Feb 2014,被爱的人也许不知道，他的一句晚安可媲美满天星光。by 十三空,509
Summer with you&摄影/Dylan小宝,http://image.wufazhuce.com/FmT_IdRqt0hIGS2NpKwICXXqASnc,1 Mar 2014,当我爱你时，风中的松树，要以他们丝线般的叶子唱你的名字。 by 聂鲁达,510
沉寂的记忆之夜 &绘图/黄赛峰,http://image.wufazhuce.com/FhfXCywKup-QiW2gPkvn1KYmdtmC,5 Mar 2014,这世界不会被那些作恶多端的人毁灭，而是冷眼旁观、选择保持缄默的人。by 爱因斯坦,514
你好吗，我很好&摄影/苍旻之鹰,http://image.wufazhuce.com/FmGYXfnrSqw4d5KdpNToCSRoysbC,9 Mar 2014,如果当初我勇敢，结局是不是不一样。如果当时你坚持，回忆会不会不一般。最终我还是没说，你还是忽略。by 岩井俊二,518
窗外&绘图/虹鹿夜雨,http://image.wufazhuce.com/FqY7cPgD6nLbrZg-whbpImOXsCwt,11 Mar 2014,如果你要驯服一个人，就要冒着掉眼泪的危险。from《小王子》,520
来自星星的独角兽&绘图/尧仔,http://image.wufazhuce.com/FrZeJLRokhDMhqBERMJaD5Y5yFaA,6 Mar 2014,听到一些事，明明不相干的，也会在心中拐好几个弯，想到你。by 张爱玲,515
远大前程&摄影/陈觉,http://image.wufazhuce.com/Fn6-IYOB115YnD7peWzApAFwcdJR,10 Mar 2014,她那时候还太年轻，不知道所有命运赠送的礼物，早已在暗中标好了价格。by 茨威格,519
车站&摄影/阿四,http://image.wufazhuce.com/FiuYXRbhBxXnIog6IwOfes2h_fhy,7 Mar 2014,人们总是喜欢用“如果”去勾勒一些莫须有的奇迹。可大部分“如果”都不可兑现，不过是从希望到绝望的一个缓冲地带。from《阿司匹林》,516
等待&摄影/苍旻之鹰,http://image.wufazhuce.com/Fn5ds-F3Rq9y1rfpt71xxHt7c4sK,16 Mar 2014,所有的爱情都是悲哀的，可尽管悲哀，依然是我们知道的最美好的事。by 廖一梅,525
阴阳&摄影/阿四,http://image.wufazhuce.com/FoTapgxbo_9AvjpC55Vwb-qP5TXj,14 Mar 2014,当一个人爱着你，他说你名字的方式都跟别人不一样。你知道你的名字放在他嘴里是最安全的。by 比利,523
